pid,persona_suffix,persona_id,condition,description_answer,description_yes,image_answer,image_yes,relatable_answer,usefulness_answer,is_stereo
6a033e5ebfb1c796b4a2b9c5,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Neither agree nor disagree,Somewhat disagree,False
6a033e5ebfb1c796b4a2b9c5,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Somewhat agree,False
6a033e5ebfb1c796b4a2b9c5,richard,a_us_richard,non_stereo,No,0.0,No,0.0,Somewhat disagree,Somewhat agree,False
6a033e5ebfb1c796b4a2b9c5,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat agree,True
6a033e5ebfb1c796b4a2b9c5,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Neither agree nor disagree,Somewhat agree,True
6a033e5ebfb1c796b4a2b9c5,james,a_s_james,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly agree,True
6a0a1d0620ab03bd3ef2d77a,mei,a_us_mei,non_stereo,No,0.0,No,0.0,Somewhat agree,Neither agree nor disagree,False
6a0a1d0620ab03bd3ef2d77a,marlinq,a_us_marcus_linq,non_stereo,No,0.0,No,0.0,Strongly agree,Somewhat agree,False
6a0a1d0620ab03bd3ef2d77a,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Strongly agree,Strongly agree,False
6a0a1d0620ab03bd3ef2d77a,sofia,a_s_sofia,stereo,Yes,1.0,No,0.0,Strongly disagree,Neither agree nor disagree,True
6a0a1d0620ab03bd3ef2d77a,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
6a0a1d0620ab03bd3ef2d77a,aisha,a_s_aisha,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
6a0b5798342bb6e7fa33b7af,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Strongly disagree,Neither agree nor disagree,False
6a0b5798342bb6e7fa33b7af,marlinq,a_us_marcus_linq,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a0b5798342bb6e7fa33b7af,richard,a_us_richard,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a0b5798342bb6e7fa33b7af,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Neither agree nor disagree,True
6a0b5798342bb6e7fa33b7af,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
6a0b5798342bb6e7fa33b7af,ray,a_s_ray,stereo,No,0.0,No,0.0,Somewhat disagree,Somewhat agree,True
6a0a2c0a560911073934e71c,mei,a_us_mei,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a0a2c0a560911073934e71c,richard,a_us_richard,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat agree,False
6a0a2c0a560911073934e71c,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a0a2c0a560911073934e71c,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
6a0a2c0a560911073934e71c,sofia,a_s_sofia,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
6a0a2c0a560911073934e71c,james,a_s_james,stereo,No,0.0,No,0.0,Somewhat disagree,Somewhat agree,True
69ecdbf5caf554ac27ae3f97,marcus,a_us_marcus,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Neither agree nor disagree,False
69ecdbf5caf554ac27ae3f97,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Somewhat agree,False
69ecdbf5caf554ac27ae3f97,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Neither agree nor disagree,False
69ecdbf5caf554ac27ae3f97,sofia,a_s_sofia,stereo,Yes,1.0,No,0.0,Strongly agree,Somewhat agree,True
69ecdbf5caf554ac27ae3f97,caroline,a_s_caroline,stereo,Yes,1.0,Yes,1.0,Somewhat agree,Strongly agree,True
69ecdbf5caf554ac27ae3f97,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat agree,True
6a047edcb7702c7a32f38d5e,marcus,a_us_marcus,non_stereo,Yes,1.0,Yes,1.0,Somewhat agree,Neither agree nor disagree,False
6a047edcb7702c7a32f38d5e,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Strongly disagree,Neither agree nor disagree,False
6a047edcb7702c7a32f38d5e,margart,a_us_margaret,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Neither agree nor disagree,False
6a047edcb7702c7a32f38d5e,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
6a047edcb7702c7a32f38d5e,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
6a047edcb7702c7a32f38d5e,james,a_s_james,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
69fcf284ba393d763498206c,mei,a_us_mei,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Somewhat agree,False
69fcf284ba393d763498206c,richard,a_us_richard,non_stereo,No,0.0,No,0.0,Somewhat disagree,Somewhat disagree,False
69fcf284ba393d763498206c,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Neither agree nor disagree,Neither agree nor disagree,False
69fcf284ba393d763498206c,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Neither agree nor disagree,True
69fcf284ba393d763498206c,sofia,a_s_sofia,stereo,No,0.0,No,0.0,Neither agree nor disagree,Somewhat disagree,True
69fcf284ba393d763498206c,aisha,a_s_aisha,stereo,No,0.0,No,0.0,Strongly disagree,Strongly disagree,True
6a0b62ecd8bb18705aed2bed,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Somewhat agree,Strongly agree,False
6a0b62ecd8bb18705aed2bed,marlinq,a_us_marcus_linq,non_stereo,No,0.0,No,0.0,Somewhat agree,Strongly agree,False
6a0b62ecd8bb18705aed2bed,richard,a_us_richard,non_stereo,No,0.0,Yes,1.0,Neither agree nor disagree,Somewhat agree,False
6a0b62ecd8bb18705aed2bed,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
6a0b62ecd8bb18705aed2bed,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
6a0b62ecd8bb18705aed2bed,aisha,a_s_aisha,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
6a08567fdba543bb923ec76c,mei,a_us_mei,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
6a08567fdba543bb923ec76c,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Somewhat disagree,Somewhat disagree,False
6a08567fdba543bb923ec76c,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Neither agree nor disagree,Neither agree nor disagree,False
6a08567fdba543bb923ec76c,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Somewhat agree,True
6a08567fdba543bb923ec76c,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
6a08567fdba543bb923ec76c,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
69ff5b61345443f459b1fc58,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Neither agree nor disagree,Somewhat agree,False
69ff5b61345443f459b1fc58,richard,a_us_richard,non_stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat agree,False
69ff5b61345443f459b1fc58,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
69ff5b61345443f459b1fc58,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Neither agree nor disagree,Strongly agree,True
69ff5b61345443f459b1fc58,sofia,a_s_sofia,stereo,No,0.0,No,0.0,Neither agree nor disagree,Somewhat agree,True
69ff5b61345443f459b1fc58,james,a_s_james,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat agree,True
6a019e6b8da7695beb0edc1b,marcus,a_us_marcus,non_stereo,No,0.0,No,0.0,Somewhat disagree,Somewhat agree,False
6a019e6b8da7695beb0edc1b,marlinq,a_us_marcus_linq,non_stereo,No,0.0,Yes,1.0,Strongly disagree,Neither agree nor disagree,False
6a019e6b8da7695beb0edc1b,margart,a_us_margaret,non_stereo,Yes,1.0,No,0.0,Strongly disagree,Neither agree nor disagree,False
6a019e6b8da7695beb0edc1b,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Strongly disagree,Somewhat disagree,True
6a019e6b8da7695beb0edc1b,caroline,a_s_caroline,stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Strongly disagree,True
6a019e6b8da7695beb0edc1b,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Strongly disagree,Strongly disagree,True
69f0c9cf7195f5d1a2b828f8,mei,a_us_mei,non_stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,False
69f0c9cf7195f5d1a2b828f8,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Somewhat disagree,False
69f0c9cf7195f5d1a2b828f8,margart,a_us_margaret,non_stereo,No,0.0,Yes,1.0,Neither agree nor disagree,Somewhat agree,False
69f0c9cf7195f5d1a2b828f8,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Neither agree nor disagree,True
69f0c9cf7195f5d1a2b828f8,caroline,a_s_caroline,stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Neither agree nor disagree,True
69f0c9cf7195f5d1a2b828f8,aisha,a_s_aisha,stereo,Yes,1.0,No,0.0,Neither agree nor disagree,Strongly disagree,True
6a0ce5c072c5248c70596640,marcus,a_us_marcus,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,False
6a0ce5c072c5248c70596640,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,False
6a0ce5c072c5248c70596640,richard,a_us_richard,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,False
6a0ce5c072c5248c70596640,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,True
6a0ce5c072c5248c70596640,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,True
6a0ce5c072c5248c70596640,james,a_s_james,stereo,Yes,1.0,Yes,1.0,Strongly agree,Strongly agree,True
6a01c5302fe25a1df112af14,eleanor,a_us_eleanor,non_stereo,No,0.0,No,0.0,Somewhat agree,Neither agree nor disagree,False
6a01c5302fe25a1df112af14,richard,a_us_richard,non_stereo,Yes,1.0,No,0.0,Somewhat disagree,Neither agree nor disagree,False
6a01c5302fe25a1df112af14,margart,a_us_margaret,non_stereo,No,0.0,No,0.0,Somewhat agree,Neither agree nor disagree,False
6a01c5302fe25a1df112af14,bernie,a_s_bernie,stereo,Yes,1.0,Yes,1.0,Neither agree nor disagree,Neither agree nor disagree,True
6a01c5302fe25a1df112af14,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Somewhat disagree,Neither agree nor disagree,True
6a01c5302fe25a1df112af14,james,a_s_james,stereo,No,0.0,No,0.0,Somewhat disagree,Somewhat disagree,True
6a018a689e42e82854b2be2d,mei,a_us_mei,non_stereo,No,0.0,No,0.0,Neither agree nor disagree,Somewhat agree,False
6a018a689e42e82854b2be2d,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Somewhat agree,False
6a018a689e42e82854b2be2d,margart,a_us_margaret,non_stereo,No,0.0,Yes,1.0,Somewhat disagree,Somewhat agree,False
6a018a689e42e82854b2be2d,bernie,a_s_bernie,stereo,Yes,1.0,No,0.0,Somewhat disagree,Somewhat disagree,True
6a018a689e42e82854b2be2d,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Somewhat disagree,True
6a018a689e42e82854b2be2d,aisha,a_s_aisha,stereo,No,0.0,No,0.0,Somewhat agree,Somewhat agree,True
69fa8e763eda30d36940cb9b,marcus,a_us_marcus,non_stereo,No,0.0,No,0.0,Neither agree nor disagree,Somewhat agree,False
69fa8e763eda30d36940cb9b,marlinq,a_us_marcus_linq,non_stereo,Yes,1.0,Yes,1.0,Strongly agree,Neither agree nor disagree,False
69fa8e763eda30d36940cb9b,richard,a_us_richard,non_stereo,No,0.0,Yes,1.0,Somewhat agree,Neither agree nor disagree,False
69fa8e763eda30d36940cb9b,sofia,a_s_sofia,stereo,Yes,1.0,Yes,1.0,Strongly disagree,Neither agree nor disagree,True
69fa8e763eda30d36940cb9b,caroline,a_s_caroline,stereo,Yes,1.0,No,0.0,Somewhat agree,Somewhat agree,True
69fa8e763eda30d36940cb9b,ray,a_s_ray,stereo,Yes,1.0,No,0.0,Strongly disagree,Neither agree nor disagree,True
